id,title,keywords,project,obsoletedBy,isPublic,dataUrl,abstract,attributeName,kingdom,phylum,class,order,family,genus,species,access
doi:10.5063/F1K35RXV,"Sockeye salmon brood tables, Washington, 1967-2011",brood table,State of Alaska's Salmon and People,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.5063%2FF1K35RXV,"Brood tables, also called run reconstructions, utilize annual estimates of the total run (commercial catch plus escapement), and samples of ages, to estimate the number of recruits per age class. These data are useful for salmon biologists to understand salmon productivity and salmon life histories. These data can come in a number of different formats, but generally follow the pattern of: rows for each brood year, and columns for the estimated number of fish in each age class. This dataset consists of reformatted sockeye salmon brood tables from Lake Washington. Age classes are given in European Notation, where the first number is the number of winters spent in freshwater before going to sea (1 winter in freshwater = age-1.X), and the second number is the number of winters spent at sea (3 winters at sea = age-X.3).","c(""Stock.ID"", ""UseFlag"", ""BroodYear"", ""TotalEscapement"", ""R1.1"", ""R1.2"", ""R1.3"")",NULL,NULL,NULL,NULL,NULL,Oncorhynchus,Oncorhynchus nerka,FALSE
doi:10.5063/PV6HS2,"Sockeye salmon brood tables, Washington, 1967-2011",brood table,State of Alaska's Salmon and People,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.5063%2FPV6HS2,"Brood tables, also called run reconstructions, utilize annual estimates of the total run (commercial catch plus escapement), and samples of ages, to estimate the number of recruits per age class. These data are useful for salmon biologists to understand salmon productivity and salmon life histories. These data can come in a number of different formats, but generally follow the pattern of: rows for each brood year, and columns for the estimated number of fish in each age class. This dataset consists of reformatted sockeye salmon brood tables from Lake Washington. Age classes are given in European Notation, where the first number is the number of winters spent in freshwater before going to sea (1 winter in freshwater = age-1.X), and the second number is the number of winters spent at sea (3 winters at sea = age-X.3).","c(""Stock.ID"", ""UseFlag"", ""BroodYear"", ""TotalEscapement"", ""R1.1"", ""R1.2"", ""R1.3"")",NULL,NULL,NULL,NULL,NULL,Oncorhynchus,Oncorhynchus nerka,FALSE
doi:10.18739/A2264C,Statistics on Data Sets in CADIS,"c(""EARTH SCIENCE > CLIMATE INDICATORS > ATMOSPHERIC/OCEAN INDICATORS > TELECONNECTIONS > ARCTIC OSCILLATION"", ""OTHER"", ""MULTIPLE"", ""UNKNOWN"", ""geoscientificInformation"")",NULL,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.18739%2FA2264C,"A table of names of data sets in the previous online version of the CADIS archive, along with the metadata contact and the project. Note: This table is not actively being updated, and was frozen on Nov 2009.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.5063/F1QR4VBW,"Subsistence harvest information by region, community, resource, and year, 1964-2015",NULL,State of Alaska’s Salmon and People,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.5063%2FF1QR4VBW,"Subsistence uses of wild resources are defined as 'noncommercial, customary and traditional uses' for a variety of purposes. These include: direct personal or family consumption as food, shelter, fuel, clothing, tools, or transportation, for the making and selling of handicraft articles out of nonedible by-products of fish and wildlife resources taken for personal or family consumption, and for the customary trade, barter, or sharing for personal or family consumption. Under subsistence statute in Alaska, the Alaska Board of Fisheries must identify fish stocks that support subsistence fisheries and, if there is a harvestable surplus of these stocks, adopt regulations that provide reasonable opportunities for these subsistence uses to take place. Whenever it is necessary to restrict harvests, subsistence fisheries have a preference over other uses of the stock. Subsistence fishing and subsistence hunting are important for the economies and cultures of many families and communities in Alaska. Subsistence uses of wild resources exist alongside other important uses of fish and game in Alaska and are especially important for most rural families, who depend on subsistence hunting and fishing as sources of nutrition and cultural practices. An estimated 36.9 million pounds of wild foods are harvested annually by rural subsistence users. Residents of more populated urban areas harvest about 13.4 million pounds of wild food under subsistence, personal use, and sport regulations. Harvest and community information is given here. Harvest information includes participation in subsistence activities as well as estimates of community, household, and per capita harvest of many different resource categories. Community information includes geographic and population information, and overall community harvest information. These data are also available and updated at https://www.adfg.alaska.gov/sb/CSIS/. The version archived here was extracted on 8/14/2017.","c(""Project_Name"", ""Baseline"", ""Community_Name"", ""Resource"", ""Community_Code"", ""Year"", ""Project_ID"", ""Resource_Code"", ""Species_List"", ""Trying"", ""Harvesting"", ""Used"", ""Giving"", ""Receiving"", ""Units"", ""Number_Harvested"", ""Conversion_Factor"", ""Total_Lbs_Harvested"", ""Avg_Lbs_Harvested"", ""X_Total_Number"", ""Number_Lower"", ""Number_Upper"", ""X_Total_Lbs"", ""Lbs_Lower"", ""Lbs_Upper"", ""Per_Capita"", ""Pm_95_Pct"", ""Community_Population"", ""Community_Households"", ""Region"", ""Road"")",NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.5065/D6CN721T,Summer Warmth Index Average from 1982-2003,"c(""Satellite, NOAA AVHRR Imagery"", ""Land Character."", ""Arctic"")",NULL,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.5065%2FD6CN721T,"This data set contains land surface temperatures in the circumpolar region of the Arctic derived from Advanced Very High Resolution Radiometer (AVHRR) satellite data. The AVHRR data were compiled from 1982 to 2003, providing the longest satellite temperature record available. The length of this record, especially the inclusion of the earliest years, was important in producing a mean that characterized the conditions that created the present distribution of arctic vegetation. Arctic vegetation communities are only beginning to respond to recent climate changes, and our goal was to minimize this effect in the temperature data. The AVHRR temperature data provide better spatial resolution than modeled data sets, which interpolate between climate stations. And arctic climate stations are few, unevenly distributed around the pole, and located mostly along coasts. The finer spatial resolution and coarser temporal resolution of the AVHRR temperature data are more appropriate for analyzing vegetation distribution.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.18739/A2NS81,Surface temperature,"c(""EARTH SCIENCE > CRYOSPHERE > FROZEN GROUND > SEASONALLY FROZEN GROUND"", ""EARTH SCIENCE > CRYOSPHERE > FROZEN GROUND > ACTIVE LAYER"", ""EARTH SCIENCE > CRYOSPHERE > FROZEN GROUND > SOIL TEMPERATURE"", ""EARTH SCIENCE > CRYOSPHERE > FROZEN GROUND > PERMAFROST"", ""IN SITU/LABORATORY INSTRUMENTS > PROBES > SOIL TEMPERATURE PROBE"", ""OBSERVATORY"", ""STATION"", ""POINT"", ""DAILY TO WEEKLY"", ""environment"")",NULL,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.18739%2FA2NS81,This dataset contents the results of temperature measurements within the surface (0 to 50 cm) layer of soil.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.5063/F1MK6BC7,Terrestrial subsidies and light affect an aquatic micro-ecosystem in unexpected ways,NULL,Terrestrial subsidies and light affect an aquatic micro-ecosystem in unexpected ways,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.5063%2FF1MK6BC7,"1. The effects of resource subsidies on a recipient ecosystem depends on a variety of factors. First, increasing the supply of limiting nutrients tend to increase the accumulation of biomass across different compartments of the recipient food web. Second, in the case of aquatic microorganisms, this accumulation may also be contingent on inputs of energy through light, mediating interactions between heterotrophic bacteria and autotrophic algae. Third, macroscopic consumers feed upon microorganisms and recycle nutrients through excretion and egestion, profoundly affecting nutrient cycling. 2. To examine the context-dependency of nutrient cycling in aquatic systems, we performed an experiment in mesocosms where we followed the responses of dissolved nutrients, microorganisms, and larvae of the cosmopolitan mosquito Culex quinquefasciatus (Diptera: Culicidae) to two terrestrial subsidies differing in C:nutrient, in combination with two light levels. 3. We found that the interactions amongst bacteria and algae themselves remained generally unimportant after accounting for treatment effects, and that light did mediate some of the effects of nutrient subsidies on micro-organisms. We also found that the presence of mosquito larvae was associated with altered concentrations of nitrogen in some treatments, ultimately benefitting algae. Finally, we found that low C:nutrient subsidies generally increased the development rate of mosquito larvae, and that increased light exposure led to higher mosquito survival. 4. Overall, these patterns may be explained by strong nitrogen limitation in our system, causing both group of microorganisms to respond similarly to variations in nutrient supply without direct covariation, and to the key role of N recycling by mosquito larvae in sustaining algal densities in exposed treatments. 5. The context-dependency in our study may reflect elemental or molecular constraints other than phosphorus. Our experiment thus calls for greater synthesis amongst ecological theories.","c(""week"", ""cup_number"", ""pH"", ""temperature_C"", ""shading"", ""subsidy"", ""larvae"", ""chlorophyll_ugL"", ""date"", ""po4"", ""no2"", ""nh4"", ""no3"", ""bact"", ""mosquito_id"", ""size_mm"", ""death"", ""pupation"", ""emergence"", ""time_death"", ""time_pupation"", ""time_emergence"", ""week_of_departure"", ""left_wing_mm"", ""right_wing_mm"", ""dry_mass_mg"", ""sex"")",NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.5063/V986FN,Testing the generality of sea otter-mediated trophic cascades in seagrass meadows,"c(""estuary"", ""food web"", ""southeast Alaska"", ""Zostera marina"")",Testing the generality of sea otter-mediated trophic cascades in seagrass meadows,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.5063%2FV986FN,"Enclosed data and code are and archive for the Oikos publication ""Testing the generality of sea otter-mediated trophic cascades in seagrass meadows"" doi: 10.1111/oik.07681. A single data file is presented here as a reference for certain calculations (detailed in included scripts). The vast majority of the data are archived in separate KNB data packages under the Sustainable Marine Ecology Lab. These data are referenced through stable URLs in included code. Code and data presented here are also archived on GitHub https://github.com/wraymond/Raymond_etal_Oikos. Manuscript abstract The presence and strength of trophic cascades can be a function of the local abiotic environment and relative abundance of key species. The reintroduction and expansion of sea otters (Enhydra lutris), a known keystone species in kelp ecosystems, in Southeast Alaska provides a rare natural experiment to test the generality of a apex-predator – seagrass trophic cascades across a broad spatial scale.  We conducted an in-depth seagrass community survey at 21 sites spanning ~100 km with variable sea otter presence to test for patterns of alternating abundance and direct relationships between species indicative of trophic cascades. Our analysis revealed some of the trophic relationships predicted by the apex predator-seagrass trophic cascades theory, including a strong negative relationship between sea otters and crabs and many of the expected relationships between nitrate, seagrass, epiphytes, and epifauna. Other expected relationships within a trophic cascade, however, were not supported – including no relationship between crabs and epifauna, a critical link in the trophic cascade. Given the lack of evidence for all hypothesized direct relationships, we conclude that a sea otter mediated trophic cascade may not be present in Southeast Alaska and could be due to local scale factors including the spatial heterogeneity, low resource availability, and non-linear food chains in Southeast Alaska seagrass communities. However, correlation analyses suggest further interactions among biological and environmental variables in Southeast Alaska seagrass communities, including a positive correlation between sea otters and seagrass biomass. These results suggest that the effects of recovering apex-predator populations may not be generalizable across regions and spatial scales, highlighting a need for local assessment on the ecology and management of these populations.",NULL,NULL,NULL,NULL,NULL,NULL,Zostera,marina,FALSE
doi:10.18739/A2J678X27,"Text REtrieval Conference (TREC) Dynamic Domain polar dataset code, 2015-2016",Cryosphere,TREC Dynamic Domain Polar Dataset Code,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.18739%2FA2J678X27,"Climate change is amplified in the Polar Regions. Polar amplification is captured via space and airborne remote sensing, in-situ measurement, and climate modeling. Beyond the rich literature that documents changing Polar regions, each method of Polar-data collection produces a diverse set of data types, ranging from text-based metadata to more complex data structures (e.g. HDF, NetCDF, GRIB). Because finding these data is often a primary challenge in scientific discovery, inclusion of the Polar dataset in TREC-DD would help advance science through data discovery and provide TREC-DD a new challenge in in the realm of search relevancy.

Dataset Description:

This dataset is a collection of web crawls from three primary sources:

Dr. Chris Mattmann's crawl of ADE, performed at the Open Science Codefest and at the [NSF DataViz Hackathon for Polar CyberInfrastructure] (http://nsf-polar-cyberinfrastructure.github.io/datavis-hackathon/)
Dr. Mattmann's student Angela Wang, contributed 3 datasets: 2 crawls of ACADIS and one of NASA AMD.
Dr. Mattmann's CSCI 572 Course at USC, students submitted 13 individual crawls of NASA ACADIS, NSIDC ADE, and AMD.
Each web crawl used Apache Nutch as the core framework for web crawling and Apache Tika as the main content detection and extraction framework. Nutch is a distributed search engine that runs on top of Apache Hadoop. Apache Tika is an open source framework for metadata exploration, automatic text mining, and information retrieval.

Web crawls were focused on three polar data repositories: the National Science Foundation Advanced Cooperative Arctic Data and Information System (ACADIS), the National Snow and Ice Data Center (NSIDC) Arctic Data Explorer (ADE), and the National Aeronautics and Space Administration Antarctic Master Directory (AMD).

The finished Polar dataset is composed of 17 distinct web crawls, containing 1,741,530 records (158 GB) across the three Polar science data repositories, which themselves are largely uncoordinated.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.18739/A23N20G72,The 50-year Landsat collection 2 archive,"c(""Arctic Report Card 2024"", ""Arctic Report Card 2025"")",The 50-year Landsat collection 2 archive,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.18739%2FA23N20G72,"The Landsat global consolidated data archive now exceeds 50 years. In recognition of the need for consistently processed data across the Landsat satellite series, the U.S. Geological Survey (USGS) initiated collection-based processing of the entire archive that was processed as Collection 1 in 2016. In preparation for the data from the now successfully launched Landsat 9, the USGS reprocessed the Landsat archive as Collection 2 in 2020. This paper describes the rationale for, and the contents and advancements provided by Collection 2, and highlights the differences between the Collection 1 and Collection 2 products. Notably, the Collection 2 products have improved geolocation and, for the first time, the USGS provides a global inventory of Level 2 surface reflectance and surface temperature products. Also for the first time, the USGS used a commercial cloud computing architecture to efficiently process the archive and enable direct cloud access of the Landsat products. The paper concludes with discussion of likely improvements expected in Collection 3 in preparation for the Landsat Next mission that is planned for launch in the early 2030s.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.5063/AA/nceas.167.15,The Global Population Dynamics Database,"c(""time series data"", ""animal populations"", ""plant populations"", ""count data"")",NULL,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.5063%2FAA%2Fnceas.167.15,"As a source of animal and plant population data, The Global Population Dynamics Database is unrivalled. Nearly five thousand separate time series are available here. In addition to all the population counts, there are taxonomic details of over 1400 species. The type of data contained in the GPDD varies enormously, from annual counts of mammals or birds at individual sampling sites, to weekly counts of zooplankton and other marine fauna. 
The project commenced in October 1994, following discussions on ways in which the collaborating partners could make a practical and enduring contribution to research into population dynamics. A small team was assembled and, with assistance and advice from numerous interested parties we decided to construct the database using the popular Microsoft Access platform. After an initial design phase, the major task has been that of locating, extracting, entering and validating the data in all the various tables. Now, nearly 5000 individual datasets have been entered onto the GPDD. 
The Global Population Dynamics Database comprises six Tables of data and information. The tables are linked to each other as shown in the diagram shown at http://cpbnts1.bio.ic.ac.uk/gpdd/Structur.htm. Referential integrity is maintained through record ID numbers which are held, along with other information in the Main Table. It's structure obeys all the rules of a standard relational database.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.5063/F1BZ63Z8,The Global Population Dynamics Database,"c(""Time series data"", ""animal populations"", ""plant populations"", ""count data"")",NULL,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.5063%2FF1BZ63Z8,"As a source of animal and plant population data, the Global Population Dynamics Database (GPDD) is unrivalled. Nearly five thousand separate time series are available here. In addition to all the population counts, there are taxonomic details of over 1400 species. The type of data contained in the GPDD varies enormously, from annual counts of mammals or birds at individual sampling sites, to weekly counts of zooplankton and other marine fauna. The project commenced in October 1994, following discussions on ways in which the collaborating partners could make a practical and enduring contribution to research into population dynamics. A small team was assembled and, with assistance and advice from numerous interested parties we decided to construct the database using the popular Microsoft Access platform. After an initial design phase, the major task has been that of locating, extracting, entering and validating the data in all the various tables. Now, nearly 5000 individual datasets have been entered onto the GPDD. The Global Population Dynamics Database comprises six Tables of data and information. The tables are linked to each other as shown in the diagram shown in figure 3 of the GPDD User Guide (GPDD-User-Guide.pdf). Referential integrity is maintained through record ID numbers which are held, along with other information in the Main Table. It's structure obeys all the rules of a standard relational database.","c(""DataID"", ""MainID"", ""Population"", ""PopulationUntransformed"", ""SampleYear"", ""TimePeriodID"", ""Generation"", ""SeriesStep"", ""DecimalYearBegin"", ""DecimalYearEnd"", ""MainID"", ""TaxonID"", ""DataSourceID"", ""BiotopeID"", ""LocationID"", ""SamplingUnits"", ""SamplingProtocol"", ""SourceDimension"", ""SamplingEffort"", ""SpatialDensity"", ""SourceTransform"", ""SourceTransformReference"", ""AssociatedDataSets"", ""Reliability"", ""StartYear"", ""EndYear"", ""SamplingFrequency"", ""DatasetLength"", ""Notes"", ""SiblyFittedTheta"", ""SiblyThetaCILower"", 
""SiblyThetaCIUpper"", ""SiblyExtremeNEffect"", ""SiblyReturnRate"", ""SiblyCarryingCapacity"", ""TimePeriodID"", ""TimePeriod"", ""TimePeriodGroup"", ""TimePeriodOrder"", ""Begin"", ""End"", ""TaxonID"", ""TaxonName"", ""WoldaCode"", ""Authority"", ""TaxonomicLevel"", ""CommonName"", ""TaxonomicPhylum"", ""TaxonomicClass"", ""TaxonomicOrder"", ""TaxonomicFamily"", ""TaxonomicGenus"", ""Notes"", ""DatasourceID"", ""Author"", ""Year"", ""Title"", ""Reference"", ""Availability"", ""ContactAddress"", ""DataMedium"", ""Notes"", ""BiotopeID"", ""HabitatName"", ""BiotopeType"", 
""LocationID"", ""ExactName"", ""TownName"", ""CountyStateProvince"", ""Country"", ""Continent"", ""Ocean"", ""LongitudeDegrees"", ""LongitudeMinutes"", ""EorW"", ""LatitudeDegrees"", ""LatitudeMinutes"", ""NorS"", ""LongDD"", ""LatDD"", ""North"", ""East"", ""South"", ""West"", ""Altitude"", ""Area"", ""Notes"", ""SpatialAccuracy"", ""LocationExtent"")",NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.5063/F1B56GT3,The National Eutrophication Survey: lake characteristics and historical nutrient concentrations,"c(""nutrients"", ""eutrophication"", ""lakes"")",NULL,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.5063%2FF1B56GT3,"Historical ecological surveys are an important source of baseline information to provide context for contemporary research, yet many of these records are not preserved in a way to ensure their long-term usability. The National Eutrophication Survey database is currently only available as portable document files (PDF) scanned from printed records with no embedded character information. This limits its searchability and the ability of current and future scientists to systematically evaluate its contents. The data was collected by the United States Environmental Protection Agency between 1972 and 1975, as part of an effort to investigate eutrophication in freshwater lakes and reservoirs. Although several studies have hand-transcribed portions of the database in support of specific studies, there have been no systematic attempts to transcribe  and preserve the database in its entirety. Here we use a combination of automated optical character recognition and manual quality assurance to make this data available for analysis. The performance of the optical character recognition procedure was highly variable depending on scan quality. For each of the four archival pdf files, we found an error rate of between 5.9 and 17%. The goal of our approach was to strike a balance efficiency and data quality by combining hand-entry of data with digital transcription technologies. The finished database contains information on the physical characteristics, hydrology, and water quality of about 800 lakes in the continental United States. This database could be combined with more recent data to generate meta analyses of water quality trends and spatial variation across the continental United States.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.5063/F1CZ35HF,The National Eutrophication Survey: lake characteristics and historical nutrient concentrations,"c(""nutrients"", ""eutrophication"", ""lakes"")",NULL,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.5063%2FF1CZ35HF,"Historical ecological surveys are an important source of baseline information to provide context for contemporary research, yet many of these records are not preserved in a way to ensure their long-term usability. The National Eutrophication Survey database is currently only available as portable document files (PDF) scanned from printed records with no embedded character information. This limits its searchability and the ability of current and future scientists to systematically evaluate its contents. The data was collected by the United States Environmental Protection Agency between 1972 and 1975, as part of an effort to investigate eutrophication in freshwater lakes and reservoirs. Although several studies have hand-transcribed portions of the database in support of specific studies, there have been no systematic attempts to transcribe  and preserve the database in its entirety. Here we use a combination of automated optical character recognition and manual quality assurance to make this data available for analysis. The performance of the optical character recognition procedure was highly variable depending on scan quality. For each of the four archival pdf files, we found an error rate of between 5.9 and 17%. The goal of our approach was to strike a balance efficiency and data quality by combining hand-entry of data with digital transcription technologies. The finished database contains information on the physical characteristics, hydrology, and water quality of about 800 lakes in the continental United States. This database could be combined with more recent data to generate meta analyses of water quality trends and spatial variation across the continental United States.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA
doi:10.6067:XCV8TB15M8_meta$v=1323199684402,The New Research Mandate for America's National Park System: Where It Came From and What It Could Mean,"c(""Heritage Management"", ""archaeological law"", ""Park-Related Law"", ""Title II"")",NULL,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.6067%3AXCV8TB15M8_meta%24v%3D1323199684402,"This article discusses the implications of the National Parks Omnibus Management Act.  In particular, Title II which presents multidisciplinary research and resource management as linked endeavors that together lie at the very heart of the National Park System’s purpose. Title II also requires NPS to use resource information in its decision-making, and be accountable for the impact of those decisions upon resources under its care.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.6067:XCV87S7KZV_meta$v=1323455884265,The Preservation of American Antiquities,"c(""Historic Background Research"", ""Heritage Management"", ""Conservation"", ""Memorandum"", ""Law"", ""Theodore Roosevelt"", ""National Monument"", ""Archaeological Permits"", ""United States Congress"")",NULL,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.6067%3AXCV87S7KZV_meta%24v%3D1323455884265,"At a joint meeting of the committee on preservation of American antiquities of the Archeological Institute of America and the
American Anthropological Association, held at the Cosmos Club in Washington, on the evening of January 10, the subject of pending legislation was considered. It was decided that a memorandum should be prepared embodying such provisions from pending measures, as in the judgment of the joint committee should be incorporated into law, and the same presented to the House of Representatives' Committee on Public Lands, with the request that a bill should be prepared by this committee based on these suggestions.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA
doi:10.18739/A2RF5KF26,The Yukon River Basin Indigenous Observation Network: Field Parameter Overview,"c(""EARTH SCIENCE > TERRESTRIAL HYDROSPHERE > WATER QUALITY/WATER CHEMISTRY"", ""IN SITU/LABORATORY INSTRUMENTS > CHEMICAL METERS/ANALYZERS > AWQT > APPARATUS FOR WATER QUALITY TEST"", ""FIELD SURVEY"", ""POINT"", ""inlandWaters"")",The Yukon River Basin Indigenous Observation Network: Uniting Traditional Ecological Knowledge and Western Science to Address and Understand Water Resources in the Arctic,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.18739%2FA2RF5KF26,"Intellectual Merit: This award will support the continued development of an Indigenous Observation Network (ION) that focusses on water chemistry, water quality and discharge, and traditional ecological knowledge (TEK) in the Yukon and Tanana river watersheds in central Alaska. This community-based effort is part of the NSF Arctic Observing Network (AON), which supports long-term, science-driven observing that enables research into understanding rapid environmental system change in the Arctic. AON is a component of the broader Study of Environmental Arctic Change (SEARCH). Operated by the Yukon River Inter-tribal Watershed Council, the ION will involve individuals and communities who will make measurements and obtain water samples year-round along the two rivers. The water samples will be analyzed at no-cost by the U.S. Geological Survey. The variables to be measured and analyzed include: water temperature, pH, conductivity, dissolved oxygen, major ions, alkalinity, dissolved gasses (oxygen, carbon dioxide, methane), trace metals, stable oxygen isotope ratios (O-18/O-16), nutrients and Dissolved Organic Carbon (DOC). This project will produce the first year-round water chemistry and water quality data set for the Yukon and Tanana rivers, which will permit assessment of the seasonal variability of biogeochemical fluxes and their response to changing hydrology and ecosystems in the watersheds. The Yukon River watershed is a sentinel watershed for understanding climate change and plays a vital role in the Bering Sea and Bering Strait ecosystems. Broader Impacts: This project builds capacity in the rural and widely-dispersed native communities of the Yukon and Tanana river watersheds. It trains local tribal technicians to use standardized protocols to collect, analyze and interpret baseline water chemistry and water quality data, and equips local communities with the tools and training necessary for them to carry out their own research and contribute to broader scientific scientific objectives in a meaningful way. The data are freely and openly available to the scientific community and all other interested parties via a project Web site and at CADIS (Cooperative Arctic Data and Information Service), the AON data repository. The ION also collaborates with the NSF-funded Exchange for Local Observations and Knowledge in the Arctic (ELOKA) for the purpose of advising on recording and curation of the TEK that will be obtained.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.5063/F1416VJT,The fundamental role of periphyton in supplying dietary energy to alpine streams food webs: current knowledge and future perspectives.,"c(""periphyton"", ""biofilm"", ""epilithon"", ""fatty acids"", ""PUFA"", ""stream"", ""glacial"", ""alpine"", ""subalpine"", ""invertebrates"", ""food web"")",NULL,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.5063%2FF1416VJT,"Benthic periphyton is a fundamental resource in stream food webs as it provides consumers with easily digestible carbon and nutrients, including polyunsaturated fatty acids (PUFA), essential for consumers growth and reproduction. Periphyton is particularly important in alpine streams above the tree line where the terrestrial subsidies are limited. However, research has shown that it has a key role also in subalpine streams due to its high nutritional quality. This dataset has been created to support a literature review conducted on the topics of periphyton abundance (biomass) and nutritional quality (measured as PUFA content) in alpine and subalpine streams. It contains data on the number of published studies on these topics per year, their geographic locations, and periphyton biomass measurements in alpine glacial and non-glacial streams extracted from selected studies.","c(""stream"", ""type"", ""year"", ""month"", ""day"", ""chla"", ""Authors"", ""Title"", ""Year"", ""Source title"", ""DOI"", ""ALL"", ""BIOMASS"", ""PUFA"", ""GEO_AREA"")",NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.5063/F11G0JR2,The role of climate change and niche shifts in divergent range dynamics of a sister-species pair,"c(""geographic range expansion"", ""habitat"", ""niche"", ""connectivity"", ""range dynamics"", ""anthropogenic environmental change"", ""grackle"")",NULL,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.5063%2FF11G0JR2,"The datasets collected here were used to generate species distribution models for the great-tailed grackle (Quiscalus mexicanus) and boat-tailed grackle (Quiscalus major) as part of publication by Summers et al. 2022. The publication abstract is included below. Species ranges are set by limitations in climate tolerances, habitat use, and dispersal abilities. Understanding the factors governing species range dynamics remains a challenge that is ever more important in our rapidly changing world. Species ranges can shift if environmental changes affect available habitat, or if the habitat breadth or connectivity of a species changes. The ability of a species to rapidly expand their geographic range through changes in their habitat breadth, also known as niche shifts, has been linked to behavioral flexibility, the ability to change behavior when circumstances change. We tested how changes in habitat availability, habitat breadth, or habitat connectivity contributed to divergent range dynamics in a sister-species pair. The highly behaviorally flexible great-tailed grackle (Quiscalus mexicanus) has expanded its range northward from Texas to South Dakota in the past 40 years, while its closest relative, the boat-tailed grackle (Quiscalus major), has remained tied to the coasts of the Atlantic Ocean and the Gulf of Mexico. We created species distribution and connectivity models trained on citizen science data from 1970-1979 and 2010-2019 to determine how suitable habitat ranges,habitat breadth, and range-wide connectivity have changed for both species. We found that the two species occupy distinct habitats and that the habitat of the great-tailed grackle has shifted to include a larger breadth of urban, arid environments farther from natural water sources. Meanwhile, the boat-tailed grackle has remained limited to warm, wet, coastal environments. We found no evidence that changes in habitat connectivity affected the ranges of either species. Overall, our results suggest that a change in habitat breadth drove the rapid range expansion of the great-tailed grackle, while climate change shaped minor shifts in the available range of the boat-tailed grackle. The expansion in habitat breadth of the great-tailed grackle is consistent with observations that species with high behavioral flexibility can rapidly expand their geographic range by using human-altered habitat. This investigation identifies how opposite responses to anthropogenic change drive divergent range dynamics, elucidating the factors that have and will continue to shape species ranges.","c(""code"", ""niche_overlap"", ""gtg_habitat_pca"", ""btg_habitat_pca"", ""locality_id"", ""geometry"", ""id"", ""year"", ""pland_02_urban"", ""pland_08_deciduous_forest"", ""pland_11_grassland"", ""pland_13_cultivated_crops"", ""pland_01_water"", ""pland_09_evergreen_forest"", ""pland_10_mixed_forest"", ""pland_14_hay_pasture"", ""pland_16_woody_wetland"", ""pland_15_herbaceous_wetland"", ""pland_07_barren"", ""pland_12_shrubland"", ""pland_17_ice_snow"", ""pland_00_NA"", ""bio1"", ""bio2"", ""bio3"", ""bio4"", ""bio5"", ""bio6"", ""bio7"", ""bio8"", ""bio9"", 
""bio10"", ""bio11"", ""bio12"", ""bio13"", ""bio14"", ""bio15"", ""bio16"", ""bio17"", ""bio18"", ""bio19"", ""elevation_median"", ""elevation_sd"", ""fresh"", ""coast"", ""pland"", ""bio"", ""elevation"", ""coast_fresh"", ""resistance"", ""location_id"", ""pred"", ""model"", ""mse"", ""kappa"", ""sensitivity"", ""specificity"", ""auc"", ""covariate"", ""x"", ""variable"", ""avg"", ""sd"", ""cur"")",NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
